id,statement,label
8652,Maar ik had nog wel een vraagje.,FNR
8658,"In ieder geval de overheidsfinanciën, die liepen helemaal uit de pas, maar dat terzijde.",NF
8662,Ik ben ook dankbaar dat u heeft aangegeven dat de lasten voor middeninkomens ook door dit kabinet flink verlaagd worden.,FNR
8666,Daarover hebben wij de degens al gekruist.,FNR
8669,"Sterker nog, het CDA deed dat niet en ik zie Buma ook iedere dag andere standpunten innemen dan dat hij hier in de Kamer afstemt, dan in het regeerakkoord stonden of in de begroting of in het verkiezingsprogramma van hetzelfde CDA.",FR
8678,"Ik wens de minister voor later vandaag veel wijsheid toe, als hij met de collega's van OCW praat over een stabiele begrotingsuitvoering.",FNR
8680,"En ik heb geen reactie gehoord van de minister op de vraag of hij voor zijn inspiratie zelf voor Rocky of voor Roald, voor Balboa of voor Amundsen kiest.",FNR
8689,Het is maar goed dat het kabinet de economische wind in de rug heeft.,NF
8690,"Want als je de Najaarsnota leest, blijkt dat taakstellingen niet zijn ingevuld, lees je over 0,5 miljard voor het klimaatakkoord waar geen enkele onderbouwing voor wordt gegeven in het debat, en over 3,7 miljard aan beloofde uitgaven voor dit jaar, met daarbij een toch wel heel dunne onderbouwing waarom dat niet is uitgegeven.",FR
8692,"Ja, dat wist hij bij de indiening en de behandeling van de begroting echt ook al en ik vind dit niet erg overtuigende argumenten.",FNR
8706,"En omdat wij precies dezelfde dekking hebben gebruikt als het kabinet deed voor de 0,5 miljard en het een incidenteel bedrag is, verwacht ik dat dit amendement een positief oordeel van het kabinet krijgt.",FNR
8731,"Sterker nog, wij zijn zelfs voor een 60%-tarief voor inkomens boven de €150.000.",FNR
8733,Dat levert nog veel meer op.,FNR
8747,"Een mooie bladzijde met op geaggregeerd niveau een staafgrafiekje van alle garanties die de Nederlandse overheid en DNB hebben afgegeven inzake het eurosysteem, het IMF, de EIB, de EBRD en het ESM, al die instellingen, in meerjarig perspectief sinds 2008.",FNR
8753,De heer Van Rooijen van 50PLUS.,FNR
8754,Ik dank de minister voor de antwoorden.,FNR
8761,"Als de overheid een stap zet, zijn zij misschien bereid een eigen verplichting daaraan te koppelen.",NF
8763,"De tweede vraag die we hadden gesteld, was of hij wil antwoorden op ons pleidooi om het wettelijk minimumloon met 3% te verhogen.",FNR
8788,Ik heb er dus helemaal vertrouwen in dat het goed komt.,NF
8790,Ik heb een vurig pleidooi gehouden voor lng en ik heb niet gehoord dat dat werd overgenomen.,FNR
8800,Of kunt u nu al beginnen en wacht u alleen nog op deze laatste motie?,NF
8802,Ik begin met een paar dingen die nog zijn overgebleven.,FNR
8855,Dan ben ik bij de motie op stuk nr.,FNR
8860,"Als mevrouw Leijten bedoelt dat we dat gaan doen op het moment dat we daar geld uit halen en het gaan besteden, ben ik het dus zeer met haar eens, maar voor die tijd wil ik de diverse collega's de gelegenheid geven om eerst met plannen te komen.",NF
8862,Dat zegt toch inherent al dat het gaat om wanneer de regering dat inderdaad gaat invullen?,NF
8863,"Dat vraagt dus niet om morgen, overmorgen of over een jaar, maar wanneer de regering voornemens is geld uit te geven, maar dat vraagt ook om dat dan niet zo te doen dat wij een afschriftje krijgen met: dit hebben we gedaan en sorry, u kunt er niet meer over meepraten.",NF
8879,"Ik kan de motie oordeel Kamer laten, maar het kabinet zal dan via suppletoire wetten ook een voorstel doen aan de Kamer.",NF
8884,Op de motie op stuk nr.,FNR
8887,Want het is nog best een ingewikkeld en netelig werkje om vervolgens ook met iets te komen waar je op een later moment in de toekomst potentieel daadwerkelijk wat aan hebt.,NF
8897,De motie leek op het eerste gezicht natuurlijk sympathiek.,NF
8898,Ik dacht: de heer Van Rooijen maakt zich in het bijzonder druk om de jongeren.,NF
8900,Deze motie moet ik dus ontraden.,FNR
8905,Bent u wel voor het verhogen van het minimumloon?,NF
8915,"Het Planbureau heeft vandaag nog uitgelegd dat 95% of 96% van de burgers er volgend jaar, naar de beste waarneming van het Planbureau, met 1,6% op vooruitgaat.",FNR
8921,"Het is niet per 1 januari bedoeld, dat stond ook niet in de motie.",FNR
8926,Dan de motie op stuk nr.,FNR
8929,De maatregel is ook geëvalueerd en de kosten staan eenvoudigweg niet in relatie tot de baten.,FNR
8937,Het is geen uitgaven en lasten door elkaar halen; het is gewoon precies zoals de minister zelf doet met zijn begrotingsreserve: op het departement Sociale Zaken koopkrachtreserve inboeken.,FNR
8939,"Het tweede wat de minister zei, is dat wij dat fonds echt nodig hebben.",FNR
8959,"Nou, dat is iets om even op te kauwen.",NF
8990,"Als het anders is, laat ik mij graag bijlichten.",NF
8991,Wij hebben gezegd dat wij deze reservering maken voor additionele uitgaven ten behoeve van CO2-reductie.,FNR
8992,Volgens mij wil de heer Nijboer hier repareren aan de inkomstenkant.,NF
8993,Zo heb ik het begrepen.,NF
8994,Dit is een amendement op de begroting van Sociale Zaken: 500 miljoen toevoegen aan de uitgavenkant van de begroting van Sociale Zaken ter compensatie van de koopkracht van mensen die te maken krijgen met een hoge energierekening.,FNR
9003,Zo zal ik het eerste deel van mijn antwoord dan in ieder geval amenderen.,NF
9013,Wat moet ik daar nou mee als Kamerlid?,NF
9016,"Alleen zit het er 0,5 miljard naast.",FNR
9019,Daar zijn de heer Nijboer en ik het kennelijk over oneens.,FNR
9049,"Dit zijn nou juist tegemoetkomingen voor de lage en middeninkomens, zo zeg ik ook tegen de heer Stoffer die natuurlijk altijd doet alsof de SP niet voor de middeninkomens opkomt.",FNR
9054,Daarmee wordt het amendement ontraden.,FNR
9055,"Het is toch wel heel erg spijtig dat je een half miljard voor jezelf kan reserveren voor toekomstige kosten en op die manier zegt dat je prudent bezig bent maar dat je de gewone mensen, de huishoudens, de gezinnen lekker de rekening laat betalen en daar niet iets voor regelt.",FR
9070,"Voor volgend jaar wordt namelijk de groeiverwachting fors naar beneden bijgesteld, tot onder de 2%.",FR
9071,"Ging het CPB nog uit van 2,7% groei, DNB verwacht dat de groei nu naar beneden gaat naar 1,7%.",FNR
9075,"De belastingen vielen 3 miljard hoger uit en de uitgaven vielen 3,7 miljard lager uit dan verwacht.",FNR
9076,Per saldo is dat dus een meevaller voor deze minister van 7 miljard.,FNR
9078,Maar heel veel mensen thuis zijn een stuk minder tevreden.,FNR
9080,Vooral de lageropgeleiden en de middenklasse hebben het nakijken en voelen zich niet gehoord.,FNR
9082,"De afgelopen twee jaar groeide de economie met bijna 6%, maar de koopkracht groeide nauwelijks.",FR
9086,Dat zijn 3 miljoen gezinnen.,FNR
9094,Miljarden verdwijnen naar het buitenland en de eigen mensen krijgen een fooi.,FR
9100,Ze zien dat de lonen al jarenlang nauwelijks stijgen en de belastingen alleen maar omhooggaan.,FR
9105,"Want in de Najaarsnota zien we dan wel dat het overschot weer stijgt van 0,8% naar 0,9% bbp en het CPB had het zelfs vanochtend over 1,1% bbp.",FNR
9106,"Dat is een verschil van 1,5 miljard.",FNR
9108,"Het kabinet houdt dus 7 miljard, en volgens het CPB 8,5 miljard, over dit jaar.",FR
9109,"Oftewel, deze minister heeft 7 miljard te veel aan belastingen opgehaald bij de burgers.",FR
9115,Daar hebben de mensen wat aan.,NF
9124,"En het kabinet is druk met het vullen van allerlei EU-fondsen voor zwakke banken en zwakke landen, zoals de structuurfondsen, het EFSI en het ESM.",FNR
9126,Mijn vraag aan de minister is dan ook: waarom is deze minister in Brussel door de pomp gegaan?,NF
9132,"Met andere woorden, het kabinet is heel druk, maar druk met de verkeerde dingen.",NF
9136,Dit kabinet zou zich beter druk kunnen maken over zijn eigen mensen.,NF
9140,Dat is toch eigenlijk een verschrikking voor de Nederlandse economie?,NF
9149,Maar de bevolking heeft daarvoor gekozen en Nederland zou dat ook moeten doen.,NF
9151,"En natuurlijk doet dat even pijn, ook in het Verenigd Koninkrijk, maar ik heb vorige week al gezegd dat het Verenigd Koninkrijk uiteindelijk de lachende derde is.",FNR
9153,En het zou voor Nederland nog een veel groter drama zijn.,NF
9154,"Ja, nou, daar ben ik het dan niet mee eens.",NF
9155,"Ik denk dat het een drama is voor Nederland om in de Europese Unie te blijven en om straks zo'n eurozonebegroting, die nu in de steigers wordt gezet, te vullen met grote potten met geld.",NF
9162,"Juist daarom is het zo belangrijk dat dit kabinet investeert in ouderenzorg, veiligheid, onderwijs en infrastructuur.",NF
9165,"Die investeringen combineren we met lastenverlichting, omdat we vinden dat mensen in hun portemonnee moeten voelen dat het beter gaat.",FNR
9168,"Wat vindt de VVD er dan van dat er alleen al dit jaar 3,7 miljard op de plank blijft liggen van al die belangrijke investeringen die vorig jaar bij de begroting zijn beloofd?",FR
9175,Misschien komen we nog wel tot zaken vandaag!,NF
9183,"Als de economie groeit, vinden meer mensen een baan en neemt de werkeloosheid af.",FNR
9186,"Uit de Najaarsnota blijkt dat er in 2018 3,7 miljard euro minder is besteed dan verwacht.",FNR
9187,"Zo'n 2,2 miljard hiervan betreft investeringsmiddelen voor Defensie en infrastructuur.",FNR
9192,Wat ging er deze gevallen mis?,NF
9199,"Niet alleen had dit ministerie nog een fors gat in de begroting bij het begin van het kabinet-Rutte III, een erfenis van PvdA-minister Bussemaker, maar ook nu nog zijn er taakstellingen, volgens ons ter grootte van 183 miljoen euro.",FR
9200,"De VVD wil dat er een duidelijk overzicht van alle taakstellingen van alle ministeries in de financiële stukken wordt opgenomen, en dat voor de volgende Miljoenennota ook een concrete invulling wordt voorgesteld van deze taakstellingen.",NF
9201,Kan de minister dat toezeggen?,NF
9206,De heer Nijboer is terug.,FNR
9209,"U zei: als je het belooft, moet je het ook waarmaken.",FNR
9211,Alleen spraken die laatste woorden over Onderwijs mij heel slecht aan.,NF
9216,"Ik denk dat er inderdaad fors geïnvesteerd wordt in het onderwijs door dit kabinet: 1,5 miljard, en voor onderzoek ook nog eens 0,5 miljard euro.",FNR
9222,Maar daar kom ik zo dus nog wel op terug.,NF
9228,Ik denk dat ze die verantwoordelijkheid gewoon moeten nemen.,NF
9231,"Zoals ik het nu zie, is mijn inschatting dat het grootste deel van die 3,7 miljard euro echt incidenteel is.",NF
9232,"En een deel wordt ook nog doorgeschoven naar de toekomst, omdat we vinden dat voor defensie en infrastructuur die investeringen gewoon bikkelhard nodig zijn.",NF
9236,"Er vindt een kasschuif plaats van 15 miljoen euro uit 2021 naar nu ten behoeve van de algemene mediareserve, omdat in 2018 de Ster-inkomsten wederom tegenvallen.",FNR
9238,Waarom is dit geval toegestaan door het ministerie van Financiën en waarom is dit niet anders opgelost?,FNR
9239,En hoe weten we zeker dat deze schuif geen probleem oplevert in de toekomst?,NF
9241,"Het lijkt erop alsof je je salaris uit 2021 nu al uitgeeft aan een mooie vakantie, terwijl je maar een jaarcontract hebt.",NF
9249,"De afgelopen zes jaar is er 9,6 miljard overgebleven op het zorgkader.",FR
9265,"Dat kunnen prima bestedingen zijn, maar zeg dan niet dat het zorgpremie is.",NF
9272,"Maar het gaat mij erom dat er jaar in, jaar uit geld overblijft op het zorgkader.",FNR
9273,"Wij als Kamer mogen daar niet aankomen, want het is premiegeld.",FNR
9279,Ik vind dat daar op alle fronten gewoon goed naar gekeken moet worden door het ministerie.,NF
9287,Dat is de tegenvaller van 237 miljoen euro op de erf- en schenkbelasting in de Najaarsnota.,FNR
9288,In de Miljoenennota in september van dit jaar was er ook een tegenvaller bij de erf- en schenkbelasting.,FNR
9297,Het is wat ons betreft wel een gegoochel met cijfers geworden.,NF
9298,Het is voor de Tweede Kamer niet meer te controleren of al het geld uiteindelijk allemaal binnenkomt.,FR
9302,"Voor 2019 zijn er wéér minder inkomsten geraamd, en dat is gek.",FNR
9303,"Een deel van de achterblijvende inningen uit 2017 is namelijk geraamd voor 2018, maar ook die inningen lopen achter.",FNR
9314,We moeten blijven nadenken over verlaging van de collectieve lasten en meer koopkracht van mensen.,NF
9315,"Bij de uitgaven ontkomen we er niet aan om de uitgaven voor zorg en sociale zekerheid, die zo'n twee derde deel van alle collectieve uitgaven omvatten, te beteugelen, want anders zullen deze uitgaven alle ruimte opsnoepen.",FNR
9321,"Ik begrijp heel goed dat mensen onzeker zijn over de berichten in de media over alle stijgende kosten, terwijl zij nog geen duidelijk zicht hebben op hun loonstrookje in januari.",NF
9323,Er circuleren heel veel verschillende getallen.,FNR
9326,Ik heb aan het begin van dit debat de spelregels niet met u gedeeld.,FNR
9337,"De regering reserveert dus geld omdat er een boete aankomt, maar doet niks voor de mensen die een torenhoge rekening in het vooruitzicht hebben.",FR
9338,"Ik zou graag willen kijken of er vandaag ruimte is bij de VVD om iets te doen met de rest van het overschot, om dat in te zetten om de extra stijging van de energierekening voor de mensen te verzachten met bijvoorbeeld een tegemoetkoming.",NF
9341,De SP moet wel het hele verhaal vertellen.,NF
9344,"Je kunt mensen heel veel angst aanpraten over bepaalde stijgingen, maar dan moet je ook het andere verhaal erbij vertellen en zeggen waar de lastenverlichting voor die mensen zit.",NF
9346,Hoe pakt die lastenverlichting uit?,NF
9349,"Dat wetende en wetende dat mensen echt last hebben van die energierekening, nu al, maar volgend jaar zeker ook, kan je toch ook zeggen dat je het overschot op de begroting niet alleen inzet voor het reserveren van geld zodat de rijksoverheid straks een boete kan betalen, maar ook voor een tegemoetkoming aan mensen in de energiekosten?",NF
9372,Daarmee hadden we volgens ons ook een deel daarvan kunnen voorkomen.,NF
9400,"Je kunt in je eentje natuurlijk allerlei stijgingen opsommen, en dan krijg je een heel raar lijstje.",NF
9404,Natuurlijk gaat de inkomstenbelasting naar beneden.,FNR
9407,De btw gaat overigens ook nog omhoog.,FNR
9410,"Heeft u daar nu al spijt van, als u zich nu zo veel zorgen maakt over die energierekeningen?",NF
9412,"Er zijn amendementen ingediend, GroenLinks heeft dat ook gedaan.",FNR
9457,Het zou ook een opdracht aan het kabinet kunnen zijn om wél te kijken of we die energierekening voor huishoudens kunnen compenseren.,NF
9464,Dat gold zelfs voor huishoudens van twee keer modaal.,FNR
9471,"Misschien kunt u zelf in uw eigen bijdrage nog iets over uw verkiezingsprogramma zeggen, maar ik heb u tot drie keer toe het woord gegeven.",FNR
9475,"In de Najaarsnota komt de totale onderschrijding van de uitgavenplafonds uit op 3,7 miljard.",FNR
9482,"Ik zeg dat wat ironisch, maar verstandig begrotingsbeleid is belangrijk.",NF
9491,Er blijken ieder jaar ook juridisch verplichte uitgaven te vervallen.,FNR
9493,Een andere waarneming is dat in de ontwerpbegroting op Prinsjesdag als peildatum voor de omvang van de juridische verplichtingen 1 januari van begrotingsjaar 2019 wordt gebruikt.,FNR
9498,In het afgelopen voorjaar vulde de minister al 225 miljoen van de in=uittaakstelling in bij Voorjaarsnota.,FNR
9502,"We zitten met een vreemde tegenstelling van 3,7 miljard euro die niet in 2018 kon worden uitgegeven, terwijl er wel wensen waren bij zowel de coalitie als de oppositie om beleid bij te sturen en vooral ook om knelpunten in de publieke sector aan te pakken.",FNR
9503,"Nu, bij Najaarsnota, kunnen we niet meer in de laatste twee weken beleid aanpassen.",FNR
9517,"Buiten de kaders voor de komende twee jaar, want al verwerkt in 2018.",FNR
9518,Hoe past dit nu eigenlijk in het begrotingsbeleid?,NF
9521,Het kabinet is druk bezig met het klimaatakkoord.,FNR
9544,Welke overheidsmaatregelen dragen eraan bij dat het aflossen van schulden in de private sectoren gestimuleerd wordt?,NF
9545,"Het CDA is het eens met de keuze van dit kabinet om de onderschrijding te gebruiken om buffers op te bouwen, niet alleen vanwege de brexit of het financiële wanbeleid in Italië en Frankrijk, maar ook vanwege de hoge schulden in de private sectoren.",FNR
9562,Deze reserve wordt voor 2019 en 2020 gekoppeld aan artikel 4 van de EZK-begroting.,FNR
9571,Het gaat het CDA aan het hart.,NF
9587,Ook bij bedrijven werken gewoon mensen.,FNR
9590,"Het kan er ook toe leiden dat ze schoner gaan produceren, daardoor een betere concurrentiepositie ten opzichte van hun concurrenten krijgen en de prijs dus laag kunnen houden.",NF
9602,Hij is tegen winstuitkeringen en het faillissement van ziekenhuizen.,FNR
9618,"En zorgt dat er dan weer voor dat het Gemeentefonds in de jaren na 2018 en 2019 juist extra geld krijgt, dus extra wordt opgeplust?",NF
9623,"En hoe kijkt hij aan tegen een soort flexibel onderdeel van de begroting bij Onderwijs, waardoor mee- en tegenvallers in de raming kunnen worden opgevangen zonder dat dit direct tot bezuinigingen elders in de onderwijsbegroting leidt?",NF
9624,Het aantal uitkeringen komt hoger uit dan verwacht.,FR
9636,De minister geeft in zijn brief over de uitgifte van groene obligaties aan dat het best nog wel lastig is om te bepalen voor welke projecten de groene obligatie past.,FNR
9638,Is het een idee om decentrale overheden en overheidsbedrijven — zij hebben wellicht meer projecten die zich hiervoor lenen — te vragen om zich ook te laten financieren via groene obligaties?,NF
9654,Veel vrijwillige belastingformulierinvullers haken af.,FNR
9656,Is de minister bereid om ouderenorganisaties te ondersteunen in de opleiding van belastingformulierinvullers via persoonlijk contact met docenten van de Belastingdienst in plaats van alleen digitale ondersteuning?,NF
9660,Dan is het woord aan mevrouw Leijten van de SP.,FNR
9663,We deden het slechter dan andere eurozonelanden als het ging over lonen en als het ging over groei.,FR
9669,"Alleen landen als Griekenland, Cyprus, Ierland, Italië en Kroatië doen het slechter.",FNR
9671,"In de EU is die 2,5% en in Nederland maar 1,8%.",FR
9674,"Voorspelt de minister dat de door het CPB aangekondigde loonstijgingen, waarmee gerekend is in de koopkrachtplaatjes, als sneeuw voor de zon verdwijnen?",NF
9675,"Vandaag hebben we het over de stand van de begroting 2018, en dat noemen we dan de Najaarsnota.",FNR
9685,"Meneer Nijboer noemde al een paar voorbeelden van een stijging van 50% tot 100%, en bij sommige mensen zelfs nog meer.",FR
9686,"Mensen krijgen nu ook hun nieuwe zorgpremie, met een forse stijging.",FNR
9687,We weten dat de dagelijkse boodschappen per 1 januari duurder worden.,FNR
9703,"Als het crisis is komen ze bij ons aankloppen, dan moet iedereen bijdragen, maar op het moment dat het klimaat moet worden verbeterd, mogen we het allemaal zelf uitzoeken.",NF
9708,"Ik zei het net al in een interruptie op mevrouw De Vries: 9,6 miljard is in de afgelopen zes jaar overgebleven op de zorg.",FR
9713,Dan wordt het gebruikt voor orkaan Irma.,FNR
9719,"Ik wil de minister het voorstel doen dat als de regering zo vrijelijk om mag gaan met deze premiegefinancierde inkomsten, de Kamer dat dan ook mag.",NF
9721,"Jaar in, jaar uit vragen wij om dat wat over is van het zorgkader te reserveren voor toekomstige uitgaven voor de zorg.",FNR
9723,"En ze maakt een CO2-fonds van 500 miljoen, een half miljard, voor de komende twee jaar.",FNR
9736,"In het onderwijs wordt zelfs gesproken over een vierdaagse schoolweek, omdat ze het niet rondkrijgen.",FNR
9740,"Je moet er niet alleen zijn voor multinationals, maar juist voor mensen.",NF
9741,Het woord is aan de heer Sneller van D66.,FNR
9748,Maar wensdenken gaat ons niet helpen.,NF
9751,"Want de rekening doorschuiven naar de toekomst, of ""rentmeesterschap"", om in de woorden van deze minister te spreken, gaat niet alleen over de staatsschuld, maar ook over hoe we de wereld in zijn geheel achterlaten.",FNR
9754,Denk nu na over hervormingen die de economie straks veerkrachtiger kunnen maken.,NF
9762,"Later vandaag rondt deze Kamer de behandeling van de Klimaatwet af, waarbij volgens mij al 118 zetels vertegenwoordigd zijn in vak-K.",FNR
9765,Vooruitlopend daarop zet het kabinet alvast 500 miljoen euro opzij.,FNR
9773,Hun conclusie was ook: vooraf investeren om die schade te voorkomen is vele malen goedkoper dan achteraf proberen de gevolgen te beperken.,FNR
9778,"Dat is niet voor niets, want — ik zeg het de heer Slootweg na die even niet in de zaal is — een kleine afwijking van die raming kan grote financiële gevolgen hebben, bijvoorbeeld op de onderwijsbegroting, waar een positieve ontwikkeling in de echte wereld — leerlingen, jongeren die langer doorleren en sneller afstuderen — een tegenvaller betekent voor die papieren begroting.",FNR
9779,"Deze minister studeert al een tijdje, sinds het voorjaar, met zijn Onderwijscollega's op een oplossing.",FNR
9782,"Waar sommige begrotingen kampen met tekorten door het succes van hun beleid, of het succes van leerlingen, houden andere begrotingen geld over.",FNR
9783,"Met nog twee maanden te gaan telde de Najaarsnota 4,2 miljard onderuitputting.",FNR
9785,Meer dan een kwart van die onderbesteding zit bij Defensie.,FNR
9786,Zeker tegen die achtergrond was ik afgelopen vrijdag nogal verbaasd door de uitspraken van de minister van Defensie.,NF
9794,"Daarom gaat er weer 12 miljoen van dat budget naar de schatkist toe, terwijl — we hebben dat eerder gewisseld — de commissie-Van der Meer juist inzichtelijk heeft gemaakt dat er tegenvallers zijn.",FNR
9796,Ik hoor graag wat daaruit is gekomen.,NF
9797,Ik zie de heer Slootweg weer in de zaal; hij heeft wel wat gemist!,FNR
9801,Zorg is een van de grootste posten op de begroting.,FNR
9807,"Rocky zei het al: het gaat er niet zozeer om hoe hard je zelf slaat, het gaat erom hoe hard je geslagen kan worden, hoe hard je kan incasseren en toch vooruit kan blijven bewegen.",FNR
9811,"De minister mag van mij kiezen waar hij de inspiratie uit haalt, als hij Nederland maar goed voorbereidt om de volgende tegenslag te doorslaan en vooruitgang mogelijk te blijven maken.",NF
9816,Ook werden beide met minimale wijzigingen aangenomen.,FNR
9817,"Ik wou dat het ook de laatste keer was dat dit zo gebeurde, maar we zullen dat volgend jaar zien.",NF
9818,"Niettemin is het toch de hoofdtaak van de staatssecretaris en de minister, dus een parlementaire felicitatie is op haar plaats.",FNR
9819,Ik heb de Najaarsnota en de Miljoenennota naast elkaar gelegd met het Belastingplan daarbij.,FNR
9820,De 4 miljard voor het grote bedrijfsleven is binnen; de winstbelasting is met 4 miljard verlaagd.,FNR
9821,Ik dacht: wat gaat dat worden?,NF
9830,"Allemaal hebben ze minder geld gekregen dan beloofd, terwijl er grote problemen zijn.",FR
9833,"Kijk, van medicijnmeevallers ben ik groot voorstander, want dan geven we minder geld aan farmaceuten.",FNR
9838,"Het is de laatste paar maanden opgelopen naar 3,7 miljard.",FR
9860,Voor het klimaatakkoord reserveert het kabinet 500 miljoen euro.,FNR
9862,Het staat ook op het begrotingsartikel van het ministerie van Economische Zaken en Klimaat en niet op dat van Sociale Zaken waar het koopkrachtbeleid plaatsvindt.,FNR
9878,Dat las ik vanochtend in de krant.,FNR
9895,"Misschien blijft er nog eens 10 miljoen of 20 miljoen over voor een of ander subsidieregelingetje, maar wij hoeven elkaar niet voor de gek te houden.",NF
9904,Waarom is de ruimte die het kabinet heeft niet gebruikt om die taakstellingen in te vullen?,NF
9917,"Die taakstellingen worden maar niet ingevuld, terwijl je 3,7 miljard hebt beloofd en hebt liggen, maar die gebruik je niet.",FR
9921,De afschaffing van de dividendbelasting ging niet door.,FNR
9926,Dan geef ik nu het woord aan meneer Bruins van de ChristenUnie.,FNR
9932,Maar we weten allemaal dat we dit debat voeren in de context van een brexitproces waarvan niemand op dit moment precies durft te zeggen hoe het gaat aflopen.,FNR
9938,"Bij infrastructuur kan ik mij de onderuitputting nog enigszins voorstellen, gelet op de doorlooptijden van planontwikkelingen en -realisatie, maar vooral bij het ministerie van Defensie baart het niet realiseren van begrote uitgaven me zorgen.",FR
9939,De noodzaak voor extra investeringen in Defensie staat voor mijn fractie buiten kijf.,NF
9943,Welke maatregelen gaan hiermee bekostigd worden?,NF
9954,Dit jaar gaat het nog altijd om een bedrag van circa 185 miljard euro.,FR
9960,"Nederland bouwt geen valutareserves meer op in bijvoorbeeld Italiaanse lires of Franse francs, zoals vroeger, maar positieve saldi in TARGET2.",FNR
9962,"Daartegenover stonden landen in de min, waarbij Italië in negatieve zin opviel.",FNR
9970,"Nu het verruimingsbeleid gaat stoppen, wordt dat ook verwacht.",FNR
9980,"Zouden de landen wat er in dat huishoudpotje zit, mede gevuld door Nederland, mogen gebruiken om hun TARGET2-positie te verbeteren?",NF
10003,Ik was het namelijk zeer eens met het interview met de heer Segers in de Volkskrant.,NF
10004,"Daarin zei hij: de lage en middeninkomens moeten het wel mee kunnen maken, en dus gaan we voorstellen doen om belastingvermindering voor die inkomens mogelijk te maken.",FNR
10009,Met name werkenden en gezinnen gaan erop vooruit.,FNR
10017,"Ik vind het volgende een beetje lastig aan de positie van de ChristenUnie, en ik vraag de heer Bruins om daar toch op te reageren.",FNR
10019,Toen hebben ze de rente verhoogd voor studenten.,FNR
10023,"Die wordt namelijk verlaagd, met expliciet €51 bruto en meer dan €60 inclusief btw per huishouden.",FR
10032,"Die zien dus ook op de lange termijn, op de jaren die komen gaan.",NF
10033,Dan is de ChristenUnie voorstander van een verdere verschuiving van de lasten op inkomen naar de lasten op consumptie.,FNR
10060,De tweede termijn van mijn initiatiefwetsvoorstel zal ik hier na het kerstreces houden.,NF
10062,"Bent u daar alsnog toe bereid, zodat die dreiging van tafel gaat?",NF
10067,Daar zetten wij op in.,NF
10070,Dat is nu al vier jaar lang zo.,FNR
10071,"Volgend jaar valt het definitieve besluit, want als eind volgend jaar de dekkingsgraad ook onder de 104% is, wordt er bij de vier grote pensioenfondsen definitief gekort.",FNR
10073,"U maakt zich zorgen over de plaatjes in januari; ik maak me zorgen over het inkomensperspectief van 3 miljoen ouderen en 7 miljoen werkenden, die weten dat hun pensioenopbouw of hun uitkering wordt verlaagd als die rente zo laag blijft, op het dieptepunt van dit jaar.",FR
10081,U was daarmee ook aan het einde van uw betoog gekomen?,NF
10087,Dit laatste debat van het jaar 2018 eindigt waar we begonnen: met bloeiende overheidsfinanciën.,FNR
10088,"Ik prijs me gelukkig met het feit dat ik niet in het land van de zachte heelmeesters woon, maar ik prijs me veel minder gelukkig met kille, technocratische en visieloze kabinetten waar wij het mee moeten doen.",NF
10090,En zo staat dit beleidsarm kabinet stil.,NF
10097,Maar het is ook al eerder gezegd: het is gewoon een verdere transferunie.,FNR
10105,"Juncker merkte na afloop fijntjes op dat nog steeds in de conceptmeerjarenbegroting 50 miljard staat, onder andere voor stabilisatie.",FNR
10117,Deze Kamer kijkt ernaar en doet niets.,NF
10125,Wij stellen voor dat de verhuurderheffing wordt verminderd ten gunste van investeringen in duurzame woningen.,FNR
10128,Bij de behandeling van de begroting 2019 heeft 50PLUS nog een keurig gedekt amendement ingediend om het wettelijk minimumloon te verhogen.,FNR
10131,"Vandaag dienen we hetzelfde voorstel in als met het verworpen amendement uit november, maar nu via een motie.",FNR
10134,"De begrotingen, ingediend op de derde dinsdag van september, stonden gisteren op de agenda van de Eerste Kamer.",FNR
10141,"De Nederlandsche Bank heeft de verwachting fors bijgesteld — de PVV begon daar al mee— van een voorspelde groei van 2,5% naar 1,7%.",FNR
10142,Het lijkt alsof we economisch over ons hoogtepunt heen zijn.,NF
10148,Op bijna alle begrotingen is sprake van onderuitputting.,FR
10150,Er was 15 miljoen voor gereserveerd.,FNR
10152,Naar verwachting is van die 15 miljoen aan het eind van het jaar vijf miljoen gebruikt.,NF
10153,"Lng-trucks kwamen minder snel van de grond dan verwacht, maar inmiddels is er een stijgende lijn zichtbaar.",FNR
10157,"Nederland loopt nog voorop in Europa, maar per 1 januari wordt dat anders.",FNR
10159,"Plotseling wordt de teruggaveregeling voor lng niet verlengd, een paar maanden voor de einddatum.",FNR
10160,"De reden: te weinig milieuwinst, maar wel milieuwinst in die lastige sector van vrachtwagens.",FNR
10172,De vergadering wordt van 12.14 uur tot 12.46 uur geschorst.,FNR
10175,"Hij reageerde ook op N-VA-voorzitter Bart De Wever, die onder meer een lans brak voor kernenergie en meer technologische innovatie.",FNR
10176,"Wat is het antwoord van Bart De Wever (N-VA) aan de 35.000 ""klimaat­spijbelaars""?",NF
10179,"""Er is ook minder en minder steun voor de technologie en het belang van kernenergie zal in de toekomst veel kleiner zijn, omdat nieuwe alternatieven goedkoper worden."" Delbeke noemt onder meer gascentrales waar de CO2 wordt uitgehaald.",FR
10180,Critici werpen vaak op dat doorgedreven klimaatmaatregelen vaak heel duur zijn.,FNR
10181,Delbeke is blij met de klimaatbetogingen.,NF
10183,Het is een brok positieve energie die nieuwe hoop creëert.,NF
