sentence_id,content,ID,S_ID,POS_CC,POS_CD,POS_DT,POS_EX,POS_FW,POS_IN,POS_JJ,POS_JJR,POS_JJS,POS_LS,POS_MD,POS_NN,POS_NNS,POS_NNP,POS_NNPS,POS_PDT,POS_POS,POS_PRP,POS_PRP$,POS_RB,POS_RBR,POS_RBS,POS_RP,POS_SYM,POS_TO,POS_UH,POS_VB,POS_VBZ,POS_VBP,POS_VBD,POS_VBN,POS_VBG,POS_WDT,POS_WP,POS_WP$,POS_WRB,POS_COMMA,POS_COLON,POS_lBRACKET,POS_rBRACKET,POS_POINT,LENGTH,OBJ,SENT,CON_SPEAKER,category
1914,"Wij hebben een simulatie gevraagd aan het Planbureau, dat zegt dat de vermindering van de brutoloonkosten duizend nieuwe banen zal opleveren, alsook een daling van de kosten van de sociale zekerheid en een stijging van de fiscale en de parafiscale inkomsten, doordat die jongeren sneller een job zullen hebben.",773,1914,5,1,11,0,0,5,4,2,0,0,4,6,4,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,1,53,0.3916666667,0.191666667,NULL,CFS
2042,De uitgaven ten laste van de patiënt zijn minder hoog in het forfaitaire systeem.,795,2042,0,1,3,0,0,3,2,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0.3750000000,0.050000000,NULL,CFS
756,"De kerstboom staat al in onze koffiekamer maar, eerlijk gezegd, ik ben er niet voor in de stemming.",528,756,1,0,2,0,0,1,1,0,0,0,1,3,0,0,0,0,0,1,1,3,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,21,0.9000000000,0.650000000,NULL,NFS
2233,De regering zal binnen twee à drie weken een keuze maken.,846,2233,0,2,2,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0.0000000000,0.000000000,NULL,UFS
1797,"Ik zal meer zeggen, mijnheer de minister.",750,1797,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0.0000000000,0.000000000,NULL,NFS
464,"Met BNP Paribas kan de federale begroting 70 miljoen euro per jaar verliezen, en nog eens 60 miljoen door de gedeeltelijke verkoop van Belfius",464,464,1,4,2,0,0,3,2,0,0,0,1,5,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0.3500000000,0.000000000,NULL,CFS
1155,Dat akkoord is met heel veel zorg en overleg gerealiseerd.,625,1155,1,1,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,0.5666666667,0.133333333,NULL,NFS
268,  In het rapport van het Planbureau wordt een besparing van 700 miljoen euro vooropgesteld,433,268,0,2,3,0,0,3,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0.0000000000,0.000000000,NULL,CFS
236,U verstoort de kwaliteit en de organisatie van de gezondheidszorg,426,236,1,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0000000000,0.000000000,NULL,NFS
1423,Daarbij maakt het een vuist naar degenen die ons zouden kunnen bedreigen.,670,1423,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0.9000000000,-0.650000000,NULL,NFS
1874,In een poging om de situatie te verbeteren heb ik gisteren met minister-president Paul Magnette en eurocommissaris Cecilia Malmström vergaderd.,767,1874,2,0,2,0,0,2,0,0,0,0,1,4,0,4,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,21,0.0000000000,0.000000000,NULL,UFS
722,"Bashar al-Assad heeft Aleppo heroverd, maar de stad is een echt kerkhof geworden.",521,722,1,0,2,0,0,0,1,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,15,0.4000000000,0.200000000,NULL,CFS
2328,"Het beheer heeft immers niet alleen betrekking op de 109,2% bbp, maar ook op de schuldvoorraad, de vernieuwing en de terugkoop van de schuld, en op de nieuwe schuldverbintenissen.",866,2328,3,1,7,0,0,4,1,0,0,0,1,7,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,33,0.4500000000,0.150000000,NULL,CFS
21,De Fransen en de Nederlanders kopen gelukkig stilaan ook heel graag op Belgische sites,395,21,1,0,2,0,0,1,4,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.5222222222,0.327777778,NULL,NFS
481,Dat kunnen wij alleen maar doen als onze overheidsfinanciën in orde zijn,469,481,2,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0000000000,0.000000000,NULL,NFS
1099,Het Overlegcomité krijgt het dossier pas ter behandeling vanaf het ogenblik dat een dergelijke procedure wordt opgestart.,611,1099,1,0,2,0,0,1,1,0,0,0,1,3,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,18,0.3000000000,0.000000000,NULL,UFS
1349,De budgettaire remmen gaan helemaal niet los!,660,1349,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.3333333333,-0.083333333,NULL,NFS
517,"Dat is misschien een valabel argument, maar het is wel een ander argument",474,517,1,0,2,0,0,0,1,0,0,0,2,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0.1000000000,0.000000000,NULL,NFS
1048,"De mobiliteit, de infrastructuur en de strategie van de luchthavens zijn sleutelsectoren voor de toekomst van België op economisch vlak en inzake jobs.",601,1048,2,0,5,0,0,5,2,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25,0.1500000000,-0.050000000,NULL,CFS
2239,Deze tewerkstelling is hoger dan op de luchthavens van Charleroi en Luik samen.,848,2239,2,0,1,0,0,2,0,1,0,0,1,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0.0000000000,0.000000000,NULL,CFS
370,Het is belangrijk om de staatsschuld naar beneden te krijgen,445,370,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.8750000000,-0.150000000,NULL,NFS
928,"Dat is mijn antwoord, beste collega’s.",578,928,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0.9750000000,0.675000000,NULL,NFS
866,U weet perfect dat als wij spreken over één visum ...,564,866,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,11,1.0000000000,1.000000000,NULL,US
2340,We moeten ervoor zorgen dat het personeel van het agentschap onafhankelijk is.,869,2340,1,0,2,0,0,1,0,0,0,0,2,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0.6500000000,0.400000000,NULL,NFS
2088,We bekijken de kostenstructuur van de medische huizen en vergelijken die.,808,2088,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,12,0.1000000000,0.100000000,NULL,UFS
1182,Ondertussen blijft de haven dalen in de rangschikking van de behandeling van stukgoed en missen we massa's investeringen.,630,1182,1,0,3,0,0,3,0,0,0,0,1,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19,0.0000000000,0.000000000,NULL,CFS
1870,De onderhandelingen over het CETA-akkoord zijn in 2009 opgestart op basis van een unaniem mandaat van de Europese Raad – dat in 2011 werd aangepast – en werden in 2014 besloten met de publicatie van de teksten.,766,1870,1,3,6,0,0,9,2,0,0,0,2,6,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,38,0.3000000000,0.000000000,NULL,UFS
762,Rusland heeft duidelijk een rode lijn overschreden.,529,762,0,0,1,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,0.4500000000,0.200000000,NULL,NFS
19,"Wie bekijkt waar de Europeanen land per land kopen en ook kijkt naar de top 3 van de Europeanen, merkt dat die landen tussen Duitsland en het Verenigd Koninkrijk worden verdeeld",393,19,3,1,3,0,0,4,0,0,0,0,1,3,1,5,0,0,0,3,0,2,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,32,0.5000000000,0.300000000,NULL,CFS
727,Voor de inwoners van Aleppo zijn de bombardementen door de troepen van Bashar al-Assad en hun geallieerden een ware nachtmerrie.,522,727,1,0,4,0,0,4,1,0,0,0,1,2,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0.5000000000,0.200000000,NULL,NFS
98,Dat kan alleen maar toegejuicht worden,406,98,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0.0000000000,0.000000000,NULL,NFS
856,Die moeten hem worden toegekend.,563,856,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0.0000000000,0.000000000,NULL,NFS
1105,U hoeft mij dat niet uit te leggen.,613,1105,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0.0000000000,0.000000000,NULL,NFS
1867,Die is in Kamer en Senaat goedgekeurd in 1993.,765,1867,1,1,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,0.0000000000,0.000000000,NULL,UFS
2048,"Daarvan waren er blijkbaar drie nog net op tijd om hun erkenning aan te vragen, zodat zij op 1 januari kunnen starten.",798,2048,2,2,0,0,0,2,0,0,0,0,1,2,0,1,0,0,0,1,1,5,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,24,0.7250000000,0.275000000,NULL,UFS
2070,"Mevrouw de minister, ik vind dat een conservatieve besparing.",804,2070,1,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11,0.3000000000,-0.100000000,NULL,NFS
625,De machtigingsproblematiek kan op twee manieren worden opgelost.,496,625,0,1,1,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0.0000000000,0.000000000,NULL,NFS
748,"Mijnheer de minister, ons land heeft geprobeerd mee te werken aan een verbetering van de situatie ter plekke.",526,748,0,0,3,0,0,3,0,0,0,0,2,6,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20,0.0000000000,0.000000000,NULL,NFS
1554,We moeten ook alert zijn op het risico dat kinderen het gewelddadige gedrag van hun ouders imiteren.,699,1554,1,0,2,0,0,2,1,0,0,0,0,3,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18,0.5000000000,-0.400000000,NULL,NFS
773,Niemand bleek voorstander te zijn van een militaire interventie met Belgische of andere Europese grondtroepen.,532,773,1,0,2,0,0,2,3,0,0,0,1,2,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0.1000000000,-0.050000000,NULL,CFS
1121,De groenen staan aan uw kant om alternatieven voor bedrijfswagens te steunen.,614,1121,0,0,1,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0.0000000000,0.000000000,NULL,NFS
2175,"Er moet 67 miljoen euro gevonden worden, maar u lijkt beter in staat de patiënten te laten bloeden dan de slachtoffers van besmet bloed te vergoeden.",827,2175,1,2,2,0,0,2,0,1,0,0,4,4,2,0,0,0,0,1,0,2,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28,0.4000000000,-0.200000000,NULL,NFS
2184,Wij moeten echter ook rekening houden met het feit dat het OESOrapport van 2015 ons land nog steeds in de top-3 van alle OESOlanden plaatst in de rangschikking van de duurste belastingadministraties ter wereld.,829,2184,1,1,5,0,0,7,0,0,1,0,0,7,2,0,0,0,0,2,1,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,35,0.0000000000,0.000000000,NULL,CFS
2296,De Raad van State is van oordeel dat de grenzen van het juridische kader zijn bereikt.,861,2296,1,0,3,0,0,3,1,0,0,0,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17,0.0000000000,0.000000000,NULL,CFS
344,Ik hoop dat iedereen nu beseft dat dergelijke stellingen achterhaald zijn en dat het een unieke kans voor ons land is om onze schuldenberg af te toppen,440,344,5,0,1,0,0,1,2,0,0,0,1,3,1,0,0,0,0,4,3,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0.6333333333,0.100000000,NULL,NFS
251,"U weet dat wij daar ook voorstander van zijn, maar ik maak een heel duidelijke optelsom",431,251,2,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,17,0.9600000000,0.720000000,NULL,NFS
1355,Die regels zijn niet duidelijk.,662,1355,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.6000000000,-0.225000000,NULL,NFS
2115,Rekening houden met de opleidingen om nieuwe beroepen te erkennen is een logisch proces.,815,2115,1,0,2,0,0,1,2,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0.5250000000,0.225000000,NULL,NFS
570,90 kijken voor enige loonsverhoging.,483,570,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0.8000000000,0.550000000,NULL,CFS
1363,"Ik ben het met u eens dat we niet mogen afwijken van het voorgenomen begrotingspad, want dat zou ook fout zijn.",664,1363,3,0,2,0,0,2,0,0,0,0,4,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23,0.5000000000,-0.200000000,NULL,NFS
1195,Een onderzoeksrechter boezemt vertrouwen in bij de bevolking.,635,1195,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0.0000000000,0.000000000,NULL,NFS
2151,Ten slotte hebt u niets gezegd over de hervorming van de gezondheidszorgberoepen.,822,2151,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,13,0.0000000000,0.000000000,NULL,CFS
872,U weet perfect dat u dat niet kunt doen.,567,872,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,1.0000000000,1.000000000,NULL,NFS
807,"Samen met 122 andere landen hebben we in de Algemene Vergadering van de Verenigde Naties gevraagd dat er in Aleppo een staakt-het-vuren wordt afgekondigd en dat er bewijzen worden verzameld, omdat wat er zich daar afspeelt, en wat als een schending van de mensenrechten moet worden gekwalificeerd, niet ongestraft kan blijven.",545,807,7,1,5,0,0,5,1,0,0,0,7,2,2,4,1,0,0,5,0,5,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,3,0,0,0,1,55,0.3000000000,-0.116666667,NULL,CFS
1738,Alleen Bahrein doet het nog slechter dan België.,733,1738,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0.0000000000,0.000000000,NULL,CFS
387,"Tegenover de bevolking, die al die jaren met zeer zware besparingen de zware pil van de verhoging heeft moeten slikken, is het schaamtelijk",448,387,0,0,3,0,0,3,3,0,0,0,3,3,2,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,25,0.6300000000,-0.131250000,NULL,NFS
1333,U zult mij daar zodadelijk antwoord op geven.,655,1333,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0.0000000000,0.000000000,NULL,NFS
1769,Hij heeft op dat moment nagelaten bewijs te leveren.,744,1769,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.0000000000,0.000000000,NULL,NFS
1706,U hebt ook gezegd dat u de Russische ambassadeur in ons land op het matje zou roepen om tekst en uitleg te vragen.,727,1706,2,0,2,0,0,3,1,0,0,0,1,5,0,0,0,0,0,2,1,1,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,24,0.0000000000,0.000000000,NULL,CFS
2154,Zonder advies in te winnen heeft u aangekondigd en beslist dat de mondhygiënisten zouden kunnen worden erkend terwijl daar alleen in de Vlaamse Gemeenschap een opleiding voor bestaat.,823,2154,2,0,3,0,0,2,1,0,0,0,4,2,1,2,0,0,0,1,0,3,0,0,2,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,29,0.7250000000,0.200000000,NULL,CFS
2164,"Ook in België zijn er mensen besmet geraakt door bloedtransfusies, en wel tussen 1985 en 1986, maar het heeft tot 2001 geduurd voordat de slachtoffers een eerste vergoeding kregen.",825,2164,4,4,2,0,0,4,0,0,0,0,1,2,3,1,0,0,0,1,1,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,1,32,0.4000000000,-0.200000000,NULL,CFS
1608,Een regering kan niet beslissen om een wet niet uit te voeren.,708,1608,1,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0.0000000000,0.000000000,NULL,CFS
238," U beantwoordt de vragen niet, u herhaalt de beslissing",427,238,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,10,0.0000000000,0.000000000,NULL,NFS
2284,Het polair station is een paradepaardje van ons land.,859,2284,0,0,2,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.0000000000,0.000000000,NULL,NFS
1589,"U verwees daarnet naar wat ik met collega Borsus heb gedaan, met name de voorstelling van “1 jaar Plan Eerlijke Concurrentie in de bouw”.",704,1589,0,1,2,0,0,5,0,0,0,0,1,5,0,4,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,26,0.9000000000,0.000000000,NULL,UFS
1938,"Mijnheer de voorzitter, beste collega’s, mijnheer Dewinter, eerst en vooral wil ik zeggen dat ik niet denk dat ik ooit het probleem of de uitdaging geminimaliseerd heb.",776,1938,4,0,3,0,0,0,0,1,1,0,2,5,1,1,0,0,0,3,0,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,1,31,0.9750000000,0.675000000,NULL,NFS
1440,Rusland is bevrijd van het communisme en het is een foute strategie om vandaag de politiek van de Koude Oorlog opnieuw in praktijk te willen brengen en Rusland als een vijand te willen zien terwijl het onze bondgenoot is.,677,1440,5,0,6,0,0,3,2,0,0,0,5,6,0,4,0,0,0,1,1,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0.5777777778,-0.300000000,NULL,NFS
2404,"Het is opmerkelijk om de heer Crusnière lessen te zien geven op het spreekgestoelte in de plenaire vergadering, na de eerder serene debatten in de commissie.",884,2404,1,0,5,0,0,4,3,1,0,0,1,4,2,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28,0.4066666667,0.133333333,NULL,NFS
1102,"Parlementsleden moeten hier met een papiertje staan, terwijl ministers een tekst mogen voorlezen, waarna ze ons op het einde naar de bevoegde persoon verwijzen.",612,1102,1,0,4,0,0,3,0,0,0,0,2,5,2,0,0,0,0,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,27,0.9000000000,-0.650000000,NULL,NFS
221,Dat is een hele verbetering waarmee destijds werd gestart onder de bevoegdheid van mevrouw Onkelinx — dat mag ook worden gezegd — en wij hebben nog een en ander verfijnd,422,221,3,0,3,0,0,2,2,0,0,0,4,6,0,1,0,0,0,3,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,30,0.3333333333,0.066666667,NULL,NFS
1124,In ons regeerakkoord staat dat wij dat ook willen.,616,1124,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.0000000000,0.000000000,NULL,CFS
1758,"Gelet op de toegekende spreektijd zal ik niet in details treden over de acties in Irak, maar we nemen deel aan de militaire coalitie, de heropbouw, de humanitaire acties en de strijd tegen de straffeloosheid.",740,1758,2,0,7,0,0,6,2,0,0,0,1,6,3,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,3,0,0,0,1,39,0.1000000000,-0.100000000,NULL,CFS
1973,"Die bezorgdheid is aanwezig, niet alleen bij de meerderheid maar over alle partijgrenzen heen.",783,1973,2,0,1,0,0,3,1,0,0,0,1,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16,0.3000000000,-0.050000000,NULL,NFS
524,We eindigen in dit dossier vandaag dus met een bijna-nuloperatie,476,524,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0000000000,0.000000000,NULL,NFS
434,Dat betekent een meerwaarde van 137 miljoen euro ten opzichte van wat wij in 2008 hebben betaald en een bruto-ontvangst van 2 miljard euro,456,434,1,5,2,0,0,5,0,0,0,0,1,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,24,0.0000000000,0.000000000,NULL,CFS
1983,De grote onbekende is hoeveel bewoners van de jungle van Calais bereid zullen zijn om te verhuizen naar de centra die Frankrijk heeft geregeld.,785,1983,1,1,3,0,0,3,2,0,0,0,3,1,2,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,25,0.5375000000,-0.100000000,NULL,NFS
355,"Negen jaar geleden hebben we die participatie genomen met als bedoeling de banken, maar vooral het spaargeld van de mensen, te redden",442,355,1,1,3,0,0,1,0,0,0,0,1,4,2,0,0,0,0,3,0,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,24,0.0000000000,0.000000000,NULL,NFS
1084,Dit is wat men begrijpt in Brussel onder jobcreatie: jobdestructie in Vlaanderen.,608,1084,0,0,0,0,0,3,0,0,0,0,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0.0000000000,0.000000000,NULL,NFS
938,Dat kunnen en mogen wij niet tolereren.,580,938,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0000000000,0.000000000,NULL,NFS
316,Een afbouw van onze participatie in die banken drong zich dus op vanaf het ogenblik waarop er een meerwaarde werd gerealiseerd,436,316,0,0,3,0,0,3,0,0,0,0,1,3,1,0,0,0,0,2,1,3,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,21,0.0000000000,0.000000000,NULL,NFS
2359,Daarom hebben we voorgesteld een federaal adviescomité op te richten voor de vraagstukken betreffende de in het buitenland verblijvende Belgen en het Wetboek van de Belgische nationaliteit te wijzigen wat de verklaring tot behoud van de nationaliteit betreft.,875,2359,1,0,7,0,0,5,2,0,0,0,1,6,2,1,0,0,0,3,0,1,0,0,1,0,2,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,1,39,0.0000000000,0.000000000,NULL,CFS
649,Toen kon men vrij over die gegevens beschikken.,504,649,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0.7833333333,0.483333333,NULL,CFS
1177,"Mijnheer de minister, ik dank u voor uw antwoord.",628,1177,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11,0.0000000000,0.000000000,NULL,NFS
1525,"Het zou heel jammer zijn, mocht een dergelijk mooi project te vondeling worden gelegd en uiteindelijk in een schuif belanden.",695,1525,1,0,2,0,0,2,3,0,0,0,4,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,22,0.8000000000,-0.033333333,NULL,NFS
1319,Zij zitten op dit ogenblik op een historisch laag niveau.,650,1319,0,0,1,0,0,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,0.4800000000,-0.240000000,NULL,CFS
