sentence_id,content,ID,S_ID,LENGTH,POL,SUBJ,LEMMA_SENT,POS_SENT,LEMMA_POS,category
1835,"Natuurlijk moeten we die beelden met het nodige voorbehoud beoordelen, maar u zal het bewijsmateriaal moeten leveren.",939,1835,19,0.2625000000,0.450000000,"natuurlijk moeten we die belen met het nodig voorbehoud beoordelen , maar u zullen het bewijsmateriaal moeten leveren .","JJ MD PRP PRP VB IN DT JJ NN VB , CC PRP MD DT NN MD VB .","natuurlijk_JJ moeten_MD we_PRP die_PRP belen_VB met_IN het_DT nodig_JJ voorbehoud_NN beoordelen_VB ,_, maar_CC u_PRP zullen_MD het_DT bewijsmateriaal_NN moeten_MD leveren_VB ._.",NFS
1460,"Wat betreft de rapporten van het Monitoringcomité, op 6 juli werd ons door het Monitoringcomité een eerste stand van zaken overgemaakt over de uitvoering van de begrotingsmaatregelen.",780,1460,29,0.0000000000,0.000000000,"wat betreffen de rapport van het monitoringcomité , op 6 juli worden ons door het monitoringcomité een eerste stand van zaak overmaken over de uitvoering van de begrotingsmaatregel .","PRP VBZ DT NNS IN DT NNP , IN CD NNP MD PRP$ IN DT NNP DT CD NN IN NNS VBN IN DT NN IN DT NNS .","wat_PRP betreffen_VBZ de_DT rapport_NNS van_IN het_DT monitoringcomité_NNP ,_, op_IN 6_CD juli_NNP worden_MD ons_PRP$ door_IN het_DT monitoringcomité_NNP een_DT eerste_CD stand_NN van_IN zaak_NNS overmaken_VBN over_IN de_DT uitvoering_NN van_IN de_DT begrotingsmaatregel_NNS ._.",UFS
1682,"Natuurlijk heeft de ontwikkeling van hernieuwbare energie een prijs, maar ze is een conditio sine qua non kost om de energietransitie te realiseren.",873,1682,25,0.2750000000,0.550000000,"natuurlijk hebben de ontwikkeling van hernieuwbaar energie een prijs , maar ze zijn een conditio sine qua non kosten om de energietransitie te realiseren .","JJ MD DT NN IN JJ NN DT NN , CC PRP MD DT JJ NN IN NN VBZ CC DT NN TO VB .","natuurlijk_JJ hebben_MD de_DT ontwikkeling_NN van_IN hernieuwbaar_JJ energie_NN een_DT prijs_NN ,_, maar_CC ze_PRP zijn_MD een_DT conditio_JJ sine_NN qua_IN non_NN kosten_VBZ om_CC de_DT energietransitie_NN te_TO realiseren_VB ._.",NFS
1476,Het is belangrijk dat dit heel duidelijk wordt gesteld.,788,1476,10,0.5350000000,0.905000000,het zijn belangrijk dat dit heel duidelijk worden stellen .,PRP MD JJ CC PRP RB JJ MD VBN .,het_PRP zijn_MD belangrijk_JJ dat_CC dit_PRP heel_RB duidelijk_JJ worden_MD stellen_VBN ._.,NFS
1754,"Zoals te verwachten, werden geen bewijzen geleverd die de Russische beschuldigingen zouden ondersteunen, ondanks de beweringen van de Russische ambassadeur dat de Russische militairen in Syrië over de middelen beschikken om een controle van de luchtoperaties over het hele Syrische territorium uit te voeren.",906,1754,47,0.1333000000,0.566700000,"zoals te verwachten , worden geen bewijzen leveren die de russisch beschuldiging zullen ondersteunen , ondanks de bewering van de russisch ambassadeur dat de russisch militair in syrië over de middeel beschikken om een controle van de luchtoperatie over het heel syrische territorium uit te varen .","CC TO VBP , MD PRP VBP VBN PRP DT JJ NNS MD VB , IN DT NNS IN DT JJ NN CC DT JJ NNS IN NNP IN DT NNS VBP CC DT NN IN DT NNS IN DT JJ NNP NN RP TO VB .","zoals_CC te_TO verwachten_VBP ,_, worden_MD geen_PRP bewijzen_VBP leveren_VBN die_PRP de_DT russisch_JJ beschuldiging_NNS zullen_MD ondersteunen_VB ,_, ondanks_IN de_DT bewering_NNS van_IN de_DT russisch_JJ ambassadeur_NN dat_CC de_DT russisch_JJ militair_NNS in_IN syrië_NNP over_IN de_DT middeel_NNS beschikken_VBP om_CC een_DT controle_NN van_IN de_DT luchtoperatie_NNS over_IN het_DT heel_JJ syrische_NNP territorium_NN uit_RP te_TO varen_VB ._.",CFS
1443,In de pers lezen wij dat de federale meerderheid dan een bilan zal maken.,771,1443,15,0.0000000000,0.000000000,in de pers lezen wij dat de federaal meerderheid dan een bilan zullen maken .,IN DT NN VB PRP CC DT JJ NN RB DT NN MD VB .,in_IN de_DT pers_NN lezen_VB wij_PRP dat_CC de_DT federaal_JJ meerderheid_NN dan_RB een_DT bilan_NN zullen_MD maken_VB ._.,UFS
1249,"Zorgnet Vlaanderen zegt nu heel uitdrukkelijk over de onderbezetting van de spoeddiensten dat heel veel ziekenhuizen wel willen, maar de personeelskosten met de huidige financiering niet meer aankunnen.",675,1249,30,0.0889000000,0.411100000,"zorgnet vlaanderen zeggen nu heel uitdrukkelijk over de onderbezetting van de spoeddienst dat heel veel ziekenhuis wel willen , maar de personeelskost met de huidig financiering niet meer aankun .","NNP NNP VBZ RB RB JJ IN DT NN IN DT NNS PRP RB CD NNS RB MD , CC DT NNS IN DT JJ NN RB CD NNS .","zorgnet_NNP vlaanderen_NNP zeggen_VBZ nu_RB heel_RB uitdrukkelijk_JJ over_IN de_DT onderbezetting_NN van_IN de_DT spoeddienst_NNS dat_PRP heel_RB veel_CD ziekenhuis_NNS wel_RB willen_MD ,_, maar_CC de_DT personeelskost_NNS met_IN de_DT huidig_JJ financiering_NN niet_RB meer_CD aankun_NNS ._.",CFS
1715,In de nacht van maandag op dinsdag werd een klein dorpje in Syrië door een bombardement getroffen.,886,1715,18,-0.2000000000,0.650000000,in de nacht van maandag op dinsdag worden een klein dorpje in syrië door een bombardement treffen .,IN DT NN IN NNP NNP NNP MD DT JJ NN IN NNP IN DT NN VBN .,in_IN de_DT nacht_NN van_IN maandag_NNP op_NNP dinsdag_NNP worden_MD een_DT klein_JJ dorpje_NN in_IN syrië_NNP door_IN een_DT bombardement_NN treffen_VBN ._.,CFS
1805,"We moeten actie ondernemen, met inachtneming van het internationale recht en zonder het regime van Assad ongestraft te laten.",926,1805,21,0.1833000000,0.366700000,"we moeten actie ondernemen , met inachtneming van het internationaal recht en zonder het regime van assad ongestraft te laten .","PRP MD NN VB , IN NN IN DT JJ NN CC IN DT NN IN NNP NN TO VB .","we_PRP moeten_MD actie_NN ondernemen_VB ,_, met_IN inachtneming_NN van_IN het_DT internationaal_JJ recht_NN en_CC zonder_IN het_DT regime_NN van_IN assad_NNP ongestraft_NN te_TO laten_VB ._.",NFS
1556,"Nu betaalt men hun hier een loon uit, maar de sociale zekerheid wordt betaald in het land van herkomst.",819,1556,21,0.2333000000,0.333300000,"nu betalen men hun hier een loon uit , maar de sociaal zekerheid worden betalen in het land van herkomst .","RB VBZ PRP PRP$ RB DT NN RP , CC DT JJ NN MD VBN IN DT NN IN NN .","nu_RB betalen_VBZ men_PRP hun_PRP$ hier_RB een_DT loon_NN uit_RP ,_, maar_CC de_DT sociaal_JJ zekerheid_NN worden_MD betalen_VBN in_IN het_DT land_NN van_IN herkomst_NN ._.",CFS
1763,Het conflict kan enkel worden beëindigd middels een politieke oplossing.,911,1763,11,0.0000000000,0.300000000,het conflict kunnen enkel worden beëindigden middel een politiek oplossing .,DT NN MD PRP MD VBN NNS DT JJ NN .,het_DT conflict_NN kunnen_MD enkel_PRP worden_MD beëindigden_VBN middel_NNS een_DT politiek_JJ oplossing_NN ._.,NFS
1360,Het is ook zo dat de voorzitter van de eurogroep uitdrukkelijk heeft gezegd dat die punten absoluut op de agenda moeten blijven en verder moeten worden uitgeklaard.,730,1360,28,0.0500000000,0.400000000,het zijn ook zo dat de voorzitter van de eurogroep uitdrukkelijk hebben zeggen dat die punt absoluut op de agenda moeten blijven en verder moeten worden uitklaren .,PRP MD RB RB CC DT NN IN DT NN JJ MD VBN CC PRP NNS JJ IN DT NN MD MD CC JJR MD MD VBN .,het_PRP zijn_MD ook_RB zo_RB dat_CC de_DT voorzitter_NN van_IN de_DT eurogroep_NN uitdrukkelijk_JJ hebben_MD zeggen_VBN dat_CC die_PRP punt_NNS absoluut_JJ op_IN de_DT agenda_NN moeten_MD blijven_MD en_CC verder_JJR moeten_MD worden_MD uitklaren_VBN ._.,CFS
1688,Dankzij deze tekst kunnen we voldoen aan onze internationale verplichtingen met betrekking tot het percentage hernieuwbare energie in onze energiemix.,876,1688,21,0.0000000000,0.100000000,dankzijjen deze tekst kunnen we voldoen aan onze internationaal verplichting met betrekking tot het percentage hernieuwbaar energie in onze energiemix .,VB PRP NN MD PRP VB IN PRP$ JJ NNS IN NN IN DT NN JJ NN IN PRP$ NN .,dankzijjen_VB deze_PRP tekst_NN kunnen_MD we_PRP voldoen_VB aan_IN onze_PRP$ internationaal_JJ verplichting_NNS met_IN betrekking_NN tot_IN het_DT percentage_NN hernieuwbaar_JJ energie_NN in_IN onze_PRP$ energiemix_NN ._.,CFS
907,"Roep de Turkse ambassadeur op het matje, en zeg hem dat dit soort van praktijken in ons land nooit hebben gekund, niet kunnen en nooit getolereerd zullen worden!",504,907,31,0.0000000000,0.000000000,"roep de turkse ambassadeur op het matje , en zeggen hem dat dit soort van praktijk in ons land nooit hebben kunnen , niet kunnen en nooit tolereren zullen worden !","NNP DT NNP NN IN DT NN , CC VBP PRP CC PRP NN IN NNS IN PRP$ NN RB MD VBN , CC MD CC RB VBN MD MD .","roep_NNP de_DT turkse_NNP ambassadeur_NN op_IN het_DT matje_NN ,_, en_CC zeggen_VBP hem_PRP dat_CC dit_PRP soort_NN van_IN praktijk_NNS in_IN ons_PRP$ land_NN nooit_RB hebben_MD kunnen_VBN ,_, niet_CC kunnen_MD en_CC nooit_RB tolereren_VBN zullen_MD worden_MD !_.",NFS
1278,Vlaanderen doet goed onderzoek en audits van ziekenhuizen.,688,1278,9,0.5500000000,0.900000000,vlaanderen doen goed onderzoek en audit van ziekenhuis .,NNP VBZ JJ NN CC NNS IN NNS .,vlaanderen_NNP doen_VBZ goed_JJ onderzoek_NN en_CC audit_NNS van_IN ziekenhuis_NNS ._.,NFS
1178,Het is inderdaad een lijdensweg.,644,1178,6,0.0000000000,0.000000000,het zijn inderdaad een lijdensweg .,PRP MD RB DT NN .,het_PRP zijn_MD inderdaad_RB een_DT lijdensweg_NN ._.,NFS
1339,Ik zou uw cijfers over de evolutie van de overheidsinvesteringen nog een beetje willen nuanceren.,714,1339,16,0.0000000000,0.000000000,ik zullen uw cijfer over de evolutie van de overheidsinvestering nog een beetje willen nuanceer .,PRP MD PRP$ NNS IN DT NN IN DT NNS RB DT NN MD NNS .,ik_PRP zullen_MD uw_PRP$ cijfer_NNS over_IN de_DT evolutie_NN van_IN de_DT overheidsinvestering_NNS nog_RB een_DT beetje_NN willen_MD nuanceer_NNS ._.,NFS
1006,Na het advies van de Inspectie van Financiën in juli 2016 werd ook het advies van de ministers van Begroting en Ambtenarenzaken gevraagd.,552,1006,24,0.0000000000,0.000000000,na het advies van de inspectie van financiën in juli 2016 worden ook het advies van de minister van begroting en ambtenarenzaken vragen .,IN DT NN IN DT NNP IN NN IN NNP CD MD RB DT NN IN DT NNS IN NNP CC NNP VBN .,na_IN het_DT advies_NN van_IN de_DT inspectie_NNP van_IN financiën_NN in_IN juli_NNP 2016_CD worden_MD ook_RB het_DT advies_NN van_IN de_DT minister_NNS van_IN begroting_NNP en_CC ambtenarenzaken_NNP vragen_VBN ._.,UFS
1054,Deze engagementen leken ons bijzonder belangrijk voor een respectvolle integratie van de door SN Brussels Airlines gecreëerde waarde en voor een integratie die voordelig is voor beide partijen.,577,1054,29,0.3967000000,0.766700000,deze engagement leken ons bijzonder belangrijk voor een respectvol integratie van de door sn brussels airlines gecreëeren waarde en voor een integratie die voordelig zijn voor beide partij .,PRP NNS MD PRP$ JJ JJ IN DT JJ NN IN DT IN NN JJ NNP VBN NN CC IN DT NN PRP JJ MD IN CD NNS .,deze_PRP engagement_NNS leken_MD ons_PRP$ bijzonder_JJ belangrijk_JJ voor_IN een_DT respectvol_JJ integratie_NN van_IN de_DT door_IN sn_NN brussels_JJ airlines_NNP gecreëeren_VBN waarde_NN en_CC voor_IN een_DT integratie_NN die_PRP voordelig_JJ zijn_MD voor_IN beide_CD partij_NNS ._.,NFS
1191,"Geen absurde, geografische afbakening meer voor havenarbeid, de collega’s horen dat blijkbaar absoluut niet graag.",651,1191,20,0.1000000000,0.800000000,"geen absurren , geografisch afbakening meer voor havenarbeid , de collega ’  horen dat blijkbaar absoluut niet graag .","PRP VBD , JJ NN RB IN NN , DT NN NN NNS VB PRP RB JJ RB JJ .","geen_PRP absurren_VBD ,_, geografisch_JJ afbakening_NN meer_RB voor_IN havenarbeid_NN ,_, de_DT collega_NN ’_NN _NNS horen_VB dat_PRP blijkbaar_RB absoluut_JJ niet_RB graag_JJ ._.",NFS
1428,"Mijnheer de minister, ik kan u niet verwijten oneerlijk te zijn.",761,1428,13,-0.6000000000,0.900000000,"mijnheer de minister , ik kunnen u niet verwijten oneerlijk te zijn .","NN DT NN , PRP MD PRP RB VB JJ TO MD .","mijnheer_NN de_DT minister_NN ,_, ik_PRP kunnen_MD u_PRP niet_RB verwijten_VB oneerlijk_JJ te_TO zijn_MD ._.",NFS
1323,"Denk maar aan onze spoorinfrastructuur, onze weginfrastructuur, onderzoek en ontwikkeling, de federale musea in Brussel.",707,1323,19,0.0000000000,0.000000000,"denk maar aan onze spoorinfrastructuur , onze weginfrastructuur , onderzoek en ontwikkeling , de federaal musea in brussel .","NN CC IN PRP$ NN , PRP NN , NN CC NN , DT JJ NN IN NNP .","denk_NN maar_CC aan_IN onze_PRP$ spoorinfrastructuur_NN ,_, onze_PRP weginfrastructuur_NN ,_, onderzoek_NN en_CC ontwikkeling_NN ,_, de_DT federaal_JJ musea_NN in_IN brussel_NNP ._.",NFS
1507,"De minister belast met Ambtenarenzaken waakt erover dat de verwachte opbrengst zal worden bereikt zonder bijkomende lineaire maatregelen op te leggen aan de departementen"".",801,1507,26,0.0000000000,0.000000000,"de minister belast met ambtenarenzaken waken erover dat de verwachen opbrengst zullen worden bereiken zonder bijkomennen lineair maatregel op te leggen aan de departement "" .",DT NN JJ IN NNP VBN RB CC DT VBN NN MD MD VBN IN VBG JJ NNS RP TO VB IN DT NNS . .,"de_DT minister_NN belast_JJ met_IN ambtenarenzaken_NNP waken_VBN erover_RB dat_CC de_DT verwachen_VBN opbrengst_NN zullen_MD worden_MD bereiken_VBN zonder_IN bijkomennen_VBG lineair_JJ maatregel_NNS op_RP te_TO leggen_VB aan_IN de_DT departement_NNS ""_. ._.",NFS
973,Dat was begin april2016 met de wereldwijde Panama Leaks over internationale circuits van belastingontwijking.,535,973,15,0.0000000000,0.100000000,dat zijn begin april2016 met de wereldwijde panama leaks over internationaal circuit van belastingontwijking .,CC MD NN CD IN DT NN NNP NNP IN JJ NNS IN NN .,dat_CC zijn_MD begin_NN april2016_CD met_IN de_DT wereldwijde_NN panama_NNP leaks_NNP over_IN internationaal_JJ circuit_NNS van_IN belastingontwijking_NN ._.,UFS
1061,"Wij moeten ervoor pleiten dat SN Brussels Airlines binnen Lufthansa een duidelijke aanwezigheid heeft, dat het beslissingscentrum in Brussel blijft en dat, vooral, de tewerkstelling van duizenden mensen gegarandeerd blijft.",582,1061,34,0.4500000000,0.600000000,"wij moeten ervoor pleiten dat sn brussels airlines binnen lufthansa een duidelijk aanwezigheid hebben , dat het beslissingscentrum in brussel blijven en dat , vooral , de tewerkstelling van duizenden mens garanderen blijven .","PRP MD RB VBP PRP NN JJ NNP RB NNP DT JJ NN VBZ , CC DT NN IN NNP MD CC CC , CC , DT NN IN CD NNS VBN MD .","wij_PRP moeten_MD ervoor_RB pleiten_VBP dat_PRP sn_NN brussels_JJ airlines_NNP binnen_RB lufthansa_NNP een_DT duidelijk_JJ aanwezigheid_NN hebben_VBZ ,_, dat_CC het_DT beslissingscentrum_NN in_IN brussel_NNP blijven_MD en_CC dat_CC ,_, vooral_CC ,_, de_DT tewerkstelling_NN van_IN duizenden_CD mens_NNS garanderen_VBN blijven_MD ._.",NFS
897,wordt gespioneerd door de Diyanetmoskeeën in ons land!,498,897,9,0.0000000000,0.000000000,worden spioneren door de diyanetmoskeeën in ons land !,MD VBN IN DT NN IN PRP$ NN .,worden_MD spioneren_VBN door_IN de_DT diyanetmoskeeën_NN in_IN ons_PRP$ land_NN !_.,US
1770,Laat mij daar heel duidelijk over zijn.,914,1770,8,0.2100000000,0.780000000,laten mij daar heel duidelijk over zijn .,MD PRP RB RB JJ NNS MD .,laten_MD mij_PRP daar_RB heel_RB duidelijk_JJ over_NNS zijn_MD ._.,NFS
899,Zover is het ondertussen gekomen.,499,899,6,0.0000000000,0.000000000,zover zijn het ondertussen komen .,RB MD PRP RB VBN .,zover_RB zijn_MD het_PRP ondertussen_RB komen_VBN ._.,NFS
1575,"Erger nog, eens te meer lijkt het erop dat de regering niet alle mogelijkheden zal aangrijpen die de richtlijn biedt.",826,1575,22,0.1000000000,0.400000000,"erger nog , eens te meer lijken het erop dat de regering niet alle mogelijkheid zullen aangrijpen die de richtlijn bieden .","JJR RB , CC TO RB MD PRP RB CC DT NN RB PRP NNS MD VBN PRP DT NN VBZ .","erger_JJR nog_RB ,_, eens_CC te_TO meer_RB lijken_MD het_PRP erop_RB dat_CC de_DT regering_NN niet_RB alle_PRP mogelijkheid_NNS zullen_MD aangrijpen_VBN die_PRP de_DT richtlijn_NN bieden_VBZ ._.",NFS
955,"Het ziekenhuis van Tubeke moet het voortaan zonder afdeling mobiliteit, spoed- dienst en reanimatiedienst stellen.",527,955,18,0.0000000000,0.000000000,"het ziekenhuis van tubeke moeten het voortaan zonder afdeling mobiliteit , spoed - dienst en reanimatiedienst stellen .","DT NN IN NNP MD PRP RB IN NN NN , NN . NN CC NN VBP .","het_DT ziekenhuis_NN van_IN tubeke_NNP moeten_MD het_PRP voortaan_RB zonder_IN afdeling_NN mobiliteit_NN ,_, spoed_NN -_. dienst_NN en_CC reanimatiedienst_NN stellen_VBP ._.",CFS
1499,"Voor elk van de zes trajecten werd een visienota opgemaakt, die het toepassingsveld duidelijk afbakent en die een heldere visie op de prioriteiten weergeeft.",797,1499,26,0.3350000000,0.490000000,"voor elk van de zes traject worden een visienota opmaken , die het toepassingsveld duidelijk afbakent en die een helder visie op de prioriteit weergeven .","IN PRP IN DT CD NNS MD DT NN VBN , PRP DT NN JJ NN CC PRP DT JJ NN IN DT NNS VBZ .","voor_IN elk_PRP van_IN de_DT zes_CD traject_NNS worden_MD een_DT visienota_NN opmaken_VBN ,_, die_PRP het_DT toepassingsveld_NN duidelijk_JJ afbakent_NN en_CC die_PRP een_DT helder_JJ visie_NN op_IN de_DT prioriteit_NNS weergeven_VBZ ._.",UFS
1797,"Ik zal meer zeggen, mijnheer de minister.",923,1797,9,0.0000000000,0.000000000,"ik zullen meer zeggen , mijnheer de minister .","PRP MD RB VB , NN DT NN .","ik_PRP zullen_MD meer_RB zeggen_VB ,_, mijnheer_NN de_DT minister_NN ._.",NFS
1155,Dat akkoord is met heel veel zorg en overleg gerealiseerd.,630,1155,11,0.1333000000,0.566700000,dat akkoord zijn met heel veel zorg en overleg realiseren .,PRP NN MD IN RB CD NN CC NN VBN .,dat_PRP akkoord_NN zijn_MD met_IN heel_RB veel_CD zorg_NN en_CC overleg_NN realiseren_VBN ._.,NFS
1423,Daarbij maakt het een vuist naar degenen die ons zouden kunnen bedreigen.,757,1423,13,-0.6500000000,0.900000000,daarbij maken het een vuist naar degenen die ons zullen kunnen bedreigen .,RB VBZ PRP DT NN IN PRP PRP PRP$ MD MD VBP .,daarbij_RB maken_VBZ het_PRP een_DT vuist_NN naar_IN degenen_PRP die_PRP ons_PRP$ zullen_MD kunnen_MD bedreigen_VBP ._.,NFS
1099,Het Overlegcomité krijgt het dossier pas ter behandeling vanaf het ogenblik dat een dergelijke procedure wordt opgestart.,600,1099,18,0.0000000000,0.300000000,het overlegcomité krijgen het dossier pas ter behandeling vanaf het ogenblik dat een dergelijke proceduur worden opstarten .,PRP NNP VBZ PRP NN RB IN NN RP DT NN CC DT PRP JJ MD VBN .,het_PRP overlegcomité_NNP krijgen_VBZ het_PRP dossier_NN pas_RB ter_IN behandeling_NN vanaf_RP het_DT ogenblik_NN dat_CC een_DT dergelijke_PRP proceduur_JJ worden_MD opstarten_VBN ._.,UFS
1349,De budgettaire remmen gaan helemaal niet los!,721,1349,8,-0.0833000000,0.333300000,de budgettair rem gaan helemaal niet los !,DT JJ NNS VB RB RB JJ .,de_DT budgettair_JJ rem_NNS gaan_VB helemaal_RB niet_RB los_JJ !_.,NFS
1048,"De mobiliteit, de infrastructuur en de strategie van de luchthavens zijn sleutelsectoren voor de toekomst van België op economisch vlak en inzake jobs.",574,1048,25,-0.0500000000,0.150000000,"de mobiliteit , de infrastructuur en de strategie van de luchthaven zijn sleutelsector voor de toekomst van belgië op economisch vlak en inzake job .","DT NN , DT NN CC DT NN IN DT NNS MD NNS IN DT NN IN NNP IN JJ JJ CC IN NNS .","de_DT mobiliteit_NN ,_, de_DT infrastructuur_NN en_CC de_DT strategie_NN van_IN de_DT luchthaven_NNS zijn_MD sleutelsector_NNS voor_IN de_DT toekomst_NN van_IN belgië_NNP op_IN economisch_JJ vlak_JJ en_CC inzake_IN job_NNS ._.",CFS
928,"Dat is mijn antwoord, beste collega’s.",513,928,9,0.6750000000,0.975000000,"dat zijn mijn antwoord , best collega ’ s.","PRP MD PRP$ NN , JJS NN NN NNP","dat_PRP zijn_MD mijn_PRP$ antwoord_NN ,_, best_JJS collega_NN ’_NN s._NNP",NFS
1182,Ondertussen blijft de haven dalen in de rangschikking van de behandeling van stukgoed en missen we massa's investeringen.,646,1182,19,0.0000000000,0.000000000,ondertussen blijven de haven dalen in de rangschikking van de behandeling van stukgoed en missen we massa investering .,RB MD DT NN VB IN DT NN IN DT NN IN NN CC VBP PRP NNS NNS .,ondertussen_RB blijven_MD de_DT haven_NN dalen_VB in_IN de_DT rangschikking_NN van_IN de_DT behandeling_NN van_IN stukgoed_NN en_CC missen_VBP we_PRP massa_NNS investering_NNS ._.,CFS
1105,U hoeft mij dat niet uit te leggen.,606,1105,9,0.0000000000,0.000000000,u hoeven mij dat niet uit te leggen .,PRP MD PRP PRP RB RP TO VB .,u_PRP hoeven_MD mij_PRP dat_PRP niet_RB uit_RP te_TO leggen_VB ._.,NFS
1554,We moeten ook alert zijn op het risico dat kinderen het gewelddadige gedrag van hun ouders imiteren.,817,1554,18,-0.4000000000,0.500000000,we moeten ook alert zijn op het risico dat kind het gewelddadig gedrag van hun ouder imiteer .,PRP VBP RB NN PRP IN DT NN CC NNS DT JJ NN IN PRP$ NNS NNS .,we_PRP moeten_VBP ook_RB alert_NN zijn_PRP op_IN het_DT risico_NN dat_CC kind_NNS het_DT gewelddadig_JJ gedrag_NN van_IN hun_PRP$ ouder_NNS imiteer_NNS ._.,NFS
1121,De groenen staan aan uw kant om alternatieven voor bedrijfswagens te steunen.,612,1121,13,0.0000000000,0.000000000,de groen staan aan uw kant om alternatief voor bedrijfswagen te steunen .,DT NNS VB IN PRP$ NN IN NNS IN NNS TO VB .,de_DT groen_NNS staan_VB aan_IN uw_PRP$ kant_NN om_IN alternatief_NNS voor_IN bedrijfswagen_NNS te_TO steunen_VB ._.,NFS
1355,Die regels zijn niet duidelijk.,726,1355,6,-0.2250000000,0.600000000,die regel zijn niet duidelijk .,PRP NNS PRP RB JJ .,die_PRP regel_NNS zijn_PRP niet_RB duidelijk_JJ ._.,NFS
1363,"Ik ben het met u eens dat we niet mogen afwijken van het voorgenomen begrotingspad, want dat zou ook fout zijn.",731,1363,23,-0.2000000000,0.500000000,"ik zijn het met u eens dat we niet mogen afwijken van het voorgenomen begrotingspad , want dat zullen ook fout zijn .","PRP MD DT IN PRP RB CC PRP RB MD VB IN DT NN NN , CC CC MD RB NN MD .","ik_PRP zijn_MD het_DT met_IN u_PRP eens_RB dat_CC we_PRP niet_RB mogen_MD afwijken_VB van_IN het_DT voorgenomen_NN begrotingspad_NN ,_, want_CC dat_CC zullen_MD ook_RB fout_NN zijn_MD ._.",NFS
1195,Een onderzoeksrechter boezemt vertrouwen in bij de bevolking.,653,1195,9,0.0000000000,0.000000000,een onderzoeksrechter boezemmen vertrouwen in bij de bevolking .,DT NN VBZ VB RP IN DT NN .,een_DT onderzoeksrechter_NN boezemmen_VBZ vertrouwen_VB in_RP bij_IN de_DT bevolking_NN ._.,NFS
872,U weet perfect dat u dat niet kunt doen.,489,872,10,1.0000000000,1.000000000,u wijten perfect dat u dat niet kunnen doen .,PRP VBP NN CC PRP PRP RB MD VB .,u_PRP wijten_VBP perfect_NN dat_CC u_PRP dat_PRP niet_RB kunnen_MD doen_VB ._.,NFS
1738,Alleen Bahrein doet het nog slechter dan België.,896,1738,9,0.0000000000,0.000000000,alleen bahrein doen het nog slechter dan belgië .,RB NNP VBZ PRP RB JJR CC NNP .,alleen_RB bahrein_NNP doen_VBZ het_PRP nog_RB slechter_JJR dan_CC belgië_NNP ._.,CFS
1333,U zult mij daar zodadelijk antwoord op geven.,711,1333,9,0.0000000000,0.000000000,u zulten mij daar zodadelijk antwoord op geven .,PRP MD PRP RB JJ NN RP VB .,u_PRP zulten_MD mij_PRP daar_RB zodadelijk_JJ antwoord_NN op_RP geven_VB ._.,NFS
1769,Hij heeft op dat moment nagelaten bewijs te leveren.,913,1769,10,0.0000000000,0.000000000,hij hebben op dat moment nagelaat bewijs te leveren .,PRP VBZ RP PRP NN NNS NN TO VB .,hij_PRP hebben_VBZ op_RP dat_PRP moment_NN nagelaat_NNS bewijs_NN te_TO leveren_VB ._.,NFS
1706,U hebt ook gezegd dat u de Russische ambassadeur in ons land op het matje zou roepen om tekst en uitleg te vragen.,883,1706,24,0.0000000000,0.000000000,u hebben ook zeggen dat u de russisch ambassadeur in ons land op het matje zullen roepen om tekst en uitleg te vragen .,PRP VBP RB VBN CC PRP DT JJ NN IN PRP$ NN IN DT NN MD VBP IN NN CC NN TO VB .,u_PRP hebben_VBP ook_RB zeggen_VBN dat_CC u_PRP de_DT russisch_JJ ambassadeur_NN in_IN ons_PRP$ land_NN op_IN het_DT matje_NN zullen_MD roepen_VBP om_IN tekst_NN en_CC uitleg_NN te_TO vragen_VB ._.,CFS
1608,Een regering kan niet beslissen om een wet niet uit te voeren.,840,1608,13,0.0000000000,0.000000000,een regering kunnen niet beslissen om een wet niet uit te varen .,DT NN MD RB VB CC DT NN RB RP TO VB .,een_DT regering_NN kunnen_MD niet_RB beslissen_VB om_CC een_DT wet_NN niet_RB uit_RP te_TO varen_VB ._.,CFS
1589,"U verwees daarnet naar wat ik met collega Borsus heb gedaan, met name de voorstelling van “1 jaar Plan Eerlijke Concurrentie in de bouw”.",831,1589,28,0.0000000000,0.900000000,"u verwijzen daarnet naar wat ik met collega borsus hebben doen , met name de voorstelling van “ 1 jaar plan eerlijke concurrentie in de bouw ” .","PRP VBP RB IN PRP PRP IN NN NNP MD VBN , IN NN DT NN IN . CD NN NNP NNP NNP IN DT NN . .","u_PRP verwijzen_VBP daarnet_RB naar_IN wat_PRP ik_PRP met_IN collega_NN borsus_NNP hebben_MD doen_VBN ,_, met_IN name_NN de_DT voorstelling_NN van_IN “_. 1_CD jaar_NN plan_NNP eerlijke_NNP concurrentie_NNP in_IN de_DT bouw_NN ”_. ._.",UFS
